epoch,accuracy,dice_coefficient,learning_rate,loss,mean_iou,val_accuracy,val_dice_coefficient,val_loss,val_mean_iou
37,0.9892723560333252,0.9625449180603027,4.999999873689376e-05,0.028909774497151375,0.9288079142570496,0.9749412536621094,0.8848835825920105,0.10029102116823196,0.8167581558227539
38,0.9892997741699219,0.9616498351097107,4.999999873689376e-05,0.02893541194498539,0.927665650844574,0.9747751951217651,0.8850259780883789,0.10240214318037033,0.8162800073623657
39,0.9896399974822998,0.9626783132553101,2.499999936844688e-05,0.027947109192609787,0.9293797612190247,0.9748820066452026,0.8842827677726746,0.10380587726831436,0.8156461119651794
40,0.9897812008857727,0.9639591574668884,2.499999936844688e-05,0.02723696455359459,0.9316709637641907,0.9745040535926819,0.8835561275482178,0.10498437285423279,0.8145362734794617
41,0.989861249923706,0.9640776515007019,2.499999936844688e-05,0.026841942220926285,0.9317039847373962,0.9748280644416809,0.8839542269706726,0.10372241586446762,0.8155027031898499
42,0.989822268486023,0.9641798734664917,2.499999936844688e-05,0.026894623413681984,0.9320176243782043,0.9748644828796387,0.8839552998542786,0.10391935706138611,0.8159562349319458
43,0.9899424314498901,0.9648870825767517,2.499999936844688e-05,0.02640978991985321,0.9330712556838989,0.9746996760368347,0.8838390111923218,0.10497771948575974,0.8150902390480042
44,0.9899835586547852,0.9649685025215149,2.499999936844688e-05,0.026249589398503304,0.933296263217926,0.9747073650360107,0.88360995054245,0.10516735166311264,0.814928412437439
45,0.9900309443473816,0.9647709131240845,2.499999936844688e-05,0.026095615699887276,0.9329831600189209,0.974731981754303,0.8835218548774719,0.10624959319829941,0.8150263428688049
46,0.9901716113090515,0.9656498432159424,1.249999968422344e-05,0.025798961520195007,0.9345267415046692,0.9746596813201904,0.8838763236999512,0.10586285591125488,0.814967930316925
